col1,col2,col3,col4,col5,col6,class
0.6,0.51,0.57,0.65,0.52,74,2
0.61,0.51,0.57,0.65,0.51,60,2
0.65,0.53,0.65,0.66,0.52,264,2
0.67,0.55,0.66,0.65,0.55,-11,1
0.6,0.5,0.59,0.65,0.52,-57,0
0.61,0.51,0.56,0.65,0.53,35,2
0.62,0.51,0.57,0.65,0.51,25,2
0.63,0.51,0.57,0.65,0.52,52,2
0.63,0.51,0.57,0.65,0.52,142,2
0.63,0.51,0.62,0.66,0.51,220,2
0.71,0.56,0.8,0.66,0.54,119,3
0.65,0.51,0.68,0.65,0.53,-148,0
0.61,0.51,0.57,0.65,0.52,-106,0
0.63,0.52,0.57,0.65,0.52,67,2
0.64,0.51,0.57,0.65,0.52,62,2
0.64,0.52,0.56,0.66,0.52,7,2
0.63,0.51,0.56,0.66,0.53,5,2
0.62,0.54,0.57,0.65,0.53,478,2
0.65,0.55,0.59,0.68,0.61,4,3
0.67,0.52,0.58,0.69,0.64,-18,1
0.65,0.5,0.58,0.66,0.56,-20,0
0.64,0.5,0.58,0.66,0.53,-46,0
0.64,0.54,0.58,0.66,0.55,250,2
0.67,0.59,0.59,0.7,0.69,-120,1
0.65,0.51,0.59,0.68,0.61,69,2
0.65,0.5,0.58,0.67,0.54,-7,0
0.65,0.5,0.58,0.66,0.51,344,2
0.67,0.57,0.58,0.7,0.65,-99,1
0.67,0.55,0.59,0.72,0.66,20,3
0.65,0.49,0.58,0.66,0.57,96,2
0.62,0.52,0.57,0.65,0.53,52,2
0.61,0.51,0.57,0.65,0.52,61,2
0.63,0.53,0.58,0.65,0.53,50,2
0.61,0.53,0.57,0.65,0.52,42,2
0.62,0.51,0.57,0.67,0.52,-373,0
0.68,0.52,0.6,0.74,0.53,232,3
0.73,0.52,0.6,0.77,0.54,396,3
0.65,0.51,0.57,0.68,0.52,-16,0
0.63,0.52,0.57,0.64,0.52,-126,0
0.64,0.5,0.57,0.68,0.51,90,2
0.74,0.53,0.6,0.78,0.53,510,3
0.68,0.51,0.58,0.72,0.53,-34,0
0.64,0.52,0.58,0.65,0.51,-13,0
0.62,0.52,0.57,0.65,0.51,-492,0
0.73,0.52,0.6,0.75,0.52,386,3
0.72,0.51,0.59,0.74,0.54,162,3
0.64,0.51,0.56,0.66,0.52,-100,0
0.62,0.52,0.57,0.65,0.5,52,2
0.6,0.51,0.57,0.65,0.52,-219,0
0.68,0.51,0.58,0.77,0.52,352,3
0.67,0.51,0.59,0.74,0.52,8,2
0.63,0.52,0.56,0.65,0.51,-11,0
0.62,0.52,0.56,0.64,0.52,87,2
0.62,0.51,0.57,0.66,0.52,-74,0
0.64,0.52,0.58,0.72,0.52,174,2
0.65,0.51,0.59,0.71,0.53,27,2
0.62,0.52,0.58,0.65,0.52,34,2
0.62,0.52,0.56,0.65,0.51,66,2
0.65,0.51,0.58,0.69,0.51,164,2
0.65,0.52,0.59,0.7,0.54,-23,0
0.63,0.51,0.57,0.65,0.52,-61,0
0.61,0.52,0.57,0.64,0.52,109,2
0.62,0.5,0.57,0.68,0.51,183,2
0.68,0.53,0.59,0.73,0.54,54,3
0.63,0.52,0.57,0.66,0.51,-136,0
0.6,0.51,0.55,0.65,0.51,91,2
0.6,0.51,0.57,0.65,0.52,119,2
0.71,0.53,0.61,0.82,0.56,195,3
0.64,0.51,0.58,0.66,0.53,-150,0
0.6,0.5,0.56,0.63,0.51,23,2
0.62,0.54,0.58,0.63,0.5,47,2
0.61,0.47,0.58,0.64,0.51,54,2
0.62,0.52,0.57,0.64,0.51,50,2
0.62,0.5,0.57,0.64,0.52,51,2
0.61,0.52,0.56,0.64,0.5,51,2
0.62,0.52,0.57,0.63,0.5,24,2
0.62,0.52,0.58,0.64,0.51,56,2
0.62,0.53,0.57,0.63,0.5,46,2
0.61,0.51,0.58,0.65,0.51,53,2
0.6,0.52,0.58,0.64,0.52,61,2
0.6,0.52,0.57,0.65,0.51,63,2
0.62,0.52,0.57,0.65,0.5,51,2
0.61,0.52,0.57,0.64,0.52,57,2
0.61,0.52,0.57,0.65,0.51,47,2
0.6,0.52,0.57,0.64,0.54,193,2
0.61,0.55,0.57,0.65,0.54,207,2
0.62,0.56,0.57,0.65,0.59,315,2
0.65,0.64,0.59,0.67,0.65,-49,1
0.65,0.61,0.58,0.66,0.65,-55,1
0.63,0.49,0.57,0.65,0.54,-53,0
0.63,0.48,0.56,0.65,0.51,-14,0
0.63,0.48,0.57,0.65,0.5,87,2
0.62,0.53,0.55,0.63,0.54,292,2
0.62,0.56,0.58,0.65,0.65,-7,1
0.62,0.49,0.56,0.65,0.56,-133,0
0.61,0.46,0.55,0.64,0.49,58,2
0.61,0.48,0.55,0.64,0.48,63,2
0.61,0.52,0.55,0.65,0.5,280,2
0.64,0.59,0.58,0.65,0.63,-62,1
0.6,0.5,0.55,0.64,0.54,-55,0
0.61,0.47,0.56,0.65,0.48,85,2
0.61,0.5,0.56,0.63,0.49,229,2
0.63,0.62,0.57,0.66,0.64,-55,1
0.63,0.52,0.57,0.66,0.53,-21,0
0.62,0.47,0.56,0.65,0.48,47,2
0.62,0.47,0.56,0.65,0.49,150,2
0.64,0.58,0.57,0.66,0.61,56,3
0.65,0.56,0.58,0.66,0.58,-64,0
0.64,0.47,0.56,0.65,0.48,53,2
0.63,0.48,0.55,0.65,0.49,264,2
0.64,0.52,0.56,0.65,0.49,47,2
0.64,0.5,0.54,0.64,0.48,49,2
0.62,0.5,0.56,0.64,0.48,56,2
0.63,0.52,0.54,0.65,0.49,56,2
0.63,0.5,0.55,0.65,0.49,57,2
0.62,0.5,0.56,0.65,0.48,54,2
0.62,0.49,0.55,0.65,0.48,108,2
0.62,0.53,0.56,0.65,0.52,361,2
0.65,0.58,0.58,0.66,0.64,-171,1
0.64,0.53,0.57,0.66,0.55,-72,0
0.63,0.52,0.56,0.66,0.49,175,2
0.63,0.53,0.56,0.65,0.52,242,2
0.64,0.56,0.57,0.65,0.62,-190,0
0.63,0.51,0.56,0.65,0.52,-9,0
0.62,0.49,0.57,0.66,0.5,351,2
0.63,0.55,0.57,0.66,0.58,6,2
0.64,0.56,0.58,0.65,0.59,-206,0
0.64,0.51,0.57,0.65,0.5,102,2
0.63,0.49,0.55,0.66,0.49,247,2
0.63,0.55,0.57,0.66,0.58,9,2
0.63,0.57,0.57,0.65,0.59,-156,0
0.63,0.51,0.57,0.65,0.5,103,2
0.63,0.5,0.57,0.65,0.5,204,2
0.63,0.55,0.57,0.66,0.58,-45,0
0.63,0.55,0.58,0.65,0.56,-42,0
0.63,0.51,0.56,0.66,0.49,77,2
0.63,0.49,0.56,0.65,0.49,168,2
0.63,0.55,0.57,0.65,0.61,-61,0
0.62,0.53,0.57,0.66,0.52,108,2
0.63,0.5,0.56,0.65,0.49,-7,0
0.63,0.53,0.54,0.65,0.5,-71,0
0.62,0.56,0.57,0.65,0.56,86,2
0.62,0.5,0.56,0.65,0.47,122,2
0.61,0.47,0.55,0.65,0.48,270,2
0.63,0.54,0.56,0.65,0.52,249,2
0.62,0.56,0.56,0.64,0.55,-67,0
0.62,0.5,0.54,0.64,0.49,90,2
0.62,0.47,0.55,0.65,0.48,422,2
0.61,0.55,0.56,0.64,0.55,-206,0
0.61,0.53,0.57,0.64,0.52,31,2
0.62,0.5,0.55,0.64,0.48,49,2
0.61,0.49,0.55,0.65,0.48,51,2
0.63,0.5,0.55,0.65,0.48,48,2
0.61,0.5,0.55,0.65,0.48,54,2
0.61,0.49,0.55,0.66,0.44,57,2
0.63,0.5,0.56,0.65,0.49,41,2
0.63,0.49,0.55,0.66,0.48,-763,0
0.63,0.5,0.57,0.66,0.49,355,2
0.68,0.52,0.57,0.66,0.52,233,2
0.63,0.51,0.55,0.63,0.5,-32,0
0.6,0.52,0.56,0.64,0.51,-227,0
0.64,0.52,0.57,0.68,0.51,197,2
0.68,0.5,0.58,0.66,0.5,221,2
0.63,0.5,0.55,0.64,0.49,26,2
0.59,0.5,0.54,0.61,0.51,-321,0
0.65,0.51,0.57,0.67,0.51,285,2
0.66,0.5,0.58,0.65,0.51,135,2
0.62,0.52,0.55,0.62,0.49,37,2
0.6,0.51,0.55,0.62,0.5,-351,0
0.65,0.5,0.57,0.66,0.49,326,2
0.67,0.49,0.59,0.67,0.52,104,2
0.61,0.51,0.54,0.61,0.5,-24,0
0.59,0.51,0.56,0.63,0.5,-33,0
0.63,0.5,0.55,0.66,0.5,284,2
0.67,0.5,0.6,0.7,0.5,83,2
0.63,0.5,0.56,0.64,0.51,-13,0
0.61,0.51,0.55,0.61,0.5,-39,0
0.64,0.51,0.55,0.68,0.5,227,2
0.66,0.5,0.6,0.7,0.5,28,2
0.63,0.5,0.56,0.64,0.49,-20,0
0.6,0.51,0.54,0.62,0.5,-11,0
0.65,0.5,0.57,0.68,0.5,232,2
0.65,0.5,0.6,0.7,0.5,-141,0
0.61,0.51,0.56,0.62,0.5,13,2
0.6,0.5,0.55,0.63,0.49,47,2
0.61,0.51,0.55,0.66,0.49,168,2
0.67,0.5,0.61,0.73,0.5,56,2
0.63,0.5,0.57,0.65,0.51,-52,0
0.61,0.52,0.56,0.62,0.5,129,2
0.65,0.51,0.55,0.69,0.49,211,2
0.6,0.49,0.57,0.65,0.52,55,2
0.62,0.54,0.56,0.64,0.51,52,2
0.59,0.51,0.55,0.63,0.51,52,2
0.6,0.5,0.56,0.63,0.51,50,2
0.6,0.51,0.55,0.64,0.49,49,2
0.61,0.46,0.57,0.63,0.51,45,2
0.61,0.51,0.56,0.65,0.5,54,2
0.61,0.51,0.56,0.63,0.49,-57,0
0.63,0.51,0.56,0.66,0.5,53,2
0.65,0.51,0.59,0.75,0.52,142,2
0.61,0.51,0.56,0.67,0.5,25,2
0.62,0.52,0.56,0.63,0.51,-23,0
0.65,0.52,0.59,0.72,0.5,114,2
0.64,0.5,0.6,0.7,0.51,33,2
0.59,0.51,0.55,0.63,0.53,84,2
0.61,0.53,0.56,0.64,0.51,-93,0
0.66,0.52,0.62,0.78,0.52,201,3
0.62,0.5,0.57,0.67,0.5,14,2
0.59,0.51,0.54,0.63,0.52,58,2
0.63,0.5,0.58,0.65,0.51,21,2
0.66,0.51,0.61,0.74,0.51,102,2
0.61,0.51,0.57,0.66,0.52,11,2
0.59,0.52,0.55,0.63,0.49,135,2
0.64,0.49,0.54,0.65,0.49,-129,0
0.65,0.51,0.61,0.73,0.52,173,2
0.61,0.5,0.56,0.65,0.51,-9,0
0.6,0.51,0.55,0.63,0.51,83,2
0.61,0.52,0.54,0.64,0.5,-59,0
0.65,0.51,0.6,0.69,0.51,186,2
0.63,0.5,0.56,0.65,0.51,-9,0
0.59,0.52,0.56,0.63,0.51,-128,0
0.63,0.52,0.57,0.65,0.5,9,2
0.7,0.52,0.61,0.7,0.52,281,3
0.63,0.51,0.56,0.65,0.53,5,2
0.61,0.51,0.56,0.64,0.52,-185,0
0.66,0.51,0.61,0.7,0.51,225,2
0.66,0.51,0.61,0.66,0.52,40,2
0.61,0.51,0.54,0.61,0.49,33,2
0.6,0.51,0.55,0.63,0.5,-15,0
0.7,0.51,0.62,0.7,0.53,269,3
