col1,col2,col3,col4,col5,col6,class
0.69,0.56,0.59,0.68,0.61,-193,1
0.72,0.57,0.61,0.73,0.63,71,3
0.79,0.6,0.64,0.75,0.69,122,3
0.83,0.61,0.65,0.76,0.73,79,3
0.84,0.61,0.65,0.76,0.74,93,3
0.81,0.6,0.64,0.75,0.7,91,3
0.72,0.55,0.6,0.74,0.6,-43,1
0.7,0.56,0.59,0.7,0.58,33,3
0.69,0.55,0.59,0.7,0.57,12,3
0.68,0.56,0.6,0.69,0.56,53,3
0.69,0.58,0.6,0.68,0.56,53,3
0.69,0.57,0.59,0.69,0.56,53,3
0.69,0.57,0.59,0.69,0.56,55,3
0.69,0.57,0.58,0.68,0.55,53,3
0.68,0.57,0.58,0.7,0.59,56,3
0.68,0.55,0.59,0.7,0.57,53,3
0.67,0.57,0.59,0.69,0.56,54,3
0.68,0.56,0.59,0.69,0.57,57,3
0.68,0.56,0.58,0.69,0.55,51,3
0.68,0.58,0.59,0.69,0.55,27,3
0.69,0.57,0.59,0.68,0.56,164,3
0.69,0.6,0.59,0.69,0.6,189,3
0.73,0.63,0.62,0.73,0.65,210,3
0.75,0.64,0.63,0.73,0.65,67,3
0.77,0.64,0.63,0.73,0.65,40,3
0.75,0.62,0.63,0.72,0.65,29,3
0.71,0.57,0.6,0.7,0.61,-174,1
0.68,0.55,0.59,0.7,0.56,92,3
0.68,0.56,0.57,0.71,0.56,-15,1
0.7,0.57,0.58,0.7,0.56,65,3
0.7,0.57,0.59,0.7,0.56,52,3
0.68,0.55,0.59,0.71,0.57,89,3
0.68,0.61,0.6,0.7,0.58,-4,1
0.73,0.65,0.62,0.76,0.68,112,3
0.78,0.67,0.66,0.78,0.75,45,3
0.8,0.67,0.67,0.81,0.76,151,3
0.76,0.65,0.65,0.77,0.67,21,3
0.7,0.53,0.61,0.7,0.6,-160,1
0.68,0.54,0.59,0.7,0.55,126,3
0.69,0.54,0.6,0.69,0.56,9,3
0.68,0.54,0.58,0.69,0.55,79,2
0.69,0.54,0.59,0.7,0.56,5,3
0.68,0.55,0.59,0.69,0.56,71,3
0.68,0.55,0.59,0.7,0.57,-172,1
0.68,0.57,0.6,0.71,0.61,-219,1
0.71,0.56,0.6,0.7,0.64,149,3
0.71,0.57,0.61,0.73,0.64,85,3
0.71,0.57,0.6,0.72,0.63,206,3
0.69,0.55,0.6,0.71,0.59,233,3
0.69,0.56,0.57,0.7,0.56,-40,1
0.7,0.58,0.59,0.7,0.58,58,3
0.69,0.56,0.58,0.69,0.58,48,3
0.68,0.57,0.58,0.69,0.59,81,3
0.69,0.57,0.61,0.7,0.59,42,3
0.68,0.57,0.58,0.7,0.6,-6,1
0.68,0.57,0.59,0.71,0.59,112,3
0.68,0.56,0.58,0.71,0.61,-12,1
0.7,0.59,0.59,0.77,0.61,-68,1
0.72,0.65,0.65,0.84,0.64,68,3
0.76,0.65,0.68,0.86,0.65,83,3
0.75,0.65,0.72,0.84,0.66,77,3
0.76,0.65,0.73,0.84,0.67,174,3
0.74,0.64,0.7,0.78,0.66,324,3
0.71,0.56,0.57,0.63,0.6,454,3
0.7,0.56,0.57,0.66,0.59,-39,1
0.7,0.55,0.57,0.67,0.59,-301,1
0.7,0.56,0.58,0.68,0.59,-99,1
0.69,0.56,0.59,0.7,0.6,232,3
0.7,0.56,0.6,0.71,0.62,471,3
0.74,0.59,0.64,0.78,0.65,301,3
0.79,0.63,0.65,0.8,0.72,96,3
0.82,0.66,0.69,0.86,0.87,42,3
0.83,0.65,0.74,0.88,0.89,50,3
0.81,0.65,0.73,0.86,0.83,-168,1
0.73,0.58,0.62,0.75,0.59,-426,1
0.69,0.55,0.58,0.67,0.56,-86,1
0.68,0.54,0.57,0.66,0.55,71,2
0.68,0.55,0.58,0.67,0.56,46,2
0.69,0.55,0.59,0.67,0.56,50,3
0.69,0.55,0.6,0.68,0.56,36,3
0.69,0.55,0.59,0.69,0.55,51,3
0.68,0.56,0.61,0.74,0.58,114,3
0.72,0.59,0.7,0.85,0.7,197,3
0.74,0.61,0.74,0.87,0.73,126,3
0.76,0.61,0.76,0.87,0.72,29,3
0.74,0.59,0.7,0.82,0.67,-121,1
0.7,0.56,0.6,0.72,0.58,23,3
0.68,0.55,0.58,0.7,0.55,3,3
0.69,0.55,0.58,0.69,0.56,-46,1
0.68,0.56,0.59,0.7,0.56,68,3
0.69,0.56,0.59,0.69,0.58,54,3
0.68,0.57,0.6,0.69,0.58,53,3
0.68,0.56,0.58,0.69,0.58,51,3
0.69,0.57,0.59,0.68,0.57,49,3
0.69,0.57,0.59,0.69,0.56,54,3
0.69,0.57,0.59,0.63,0.59,56,3
0.69,0.56,0.58,0.69,0.57,53,3
0.7,0.57,0.59,0.68,0.57,64,3
0.69,0.57,0.59,0.69,0.58,53,3
0.68,0.56,0.58,0.69,0.58,92,3
0.69,0.57,0.57,0.69,0.57,65,3
0.69,0.56,0.59,0.69,0.57,284,3
0.7,0.58,0.59,0.68,0.59,301,3
0.78,0.58,0.63,0.73,0.63,280,3
0.83,0.61,0.68,0.76,0.71,-36,1
0.86,0.61,0.69,0.82,0.74,51,3
0.86,0.62,0.71,0.82,0.74,71,3
0.79,0.59,0.68,0.77,0.67,-530,1
0.7,0.56,0.62,0.7,0.53,-763,1
0.68,0.56,0.62,0.68,0.55,142,3
0.66,0.56,0.61,0.69,0.54,166,3
0.68,0.56,0.61,0.7,0.57,140,3
0.68,0.55,0.62,0.69,0.59,462,3
0.71,0.6,0.65,0.78,0.65,160,3
0.81,0.63,0.77,0.87,0.74,89,3
0.85,0.65,0.81,0.91,0.8,107,3
0.9,0.65,0.84,0.95,0.83,100,3
0.89,0.67,0.85,0.92,0.81,76,3
0.74,0.59,0.69,0.77,0.65,-245,1
0.69,0.55,0.59,0.68,0.56,-135,1
0.7,0.56,0.61,0.69,0.57,140,3
0.7,0.58,0.61,0.7,0.57,159,3
0.7,0.57,0.6,0.71,0.6,-46,1
0.72,0.58,0.61,0.73,0.61,153,3
0.76,0.61,0.64,0.72,0.65,141,3
0.79,0.62,0.65,0.74,0.67,137,3
0.79,0.63,0.65,0.76,0.68,116,3
0.78,0.64,0.66,0.76,0.68,37,3
0.76,0.61,0.65,0.74,0.64,89,3
0.7,0.57,0.61,0.71,0.58,-385,1
0.7,0.59,0.62,0.7,0.58,60,3
0.72,0.57,0.61,0.71,0.59,57,3
0.7,0.58,0.61,0.71,0.58,50,3
0.7,0.58,0.61,0.71,0.58,60,3
0.68,0.59,0.61,0.71,0.58,44,3
0.69,0.58,0.61,0.72,0.58,4,3
0.69,0.57,0.6,0.72,0.58,75,3
0.7,0.58,0.6,0.7,0.58,48,3
0.69,0.57,0.6,0.7,0.59,50,3
0.69,0.58,0.6,0.69,0.56,66,3
0.69,0.58,0.6,0.7,0.57,27,3
0.7,0.59,0.58,0.73,0.59,119,3
0.7,0.58,0.61,0.71,0.59,122,3
0.69,0.6,0.61,0.72,0.59,40,3
0.69,0.58,0.62,0.7,0.59,-38,1
0.68,0.59,0.62,0.69,0.58,80,3
0.7,0.59,0.61,0.71,0.57,-104,1
0.75,0.61,0.61,0.74,0.65,58,3
0.76,0.65,0.63,0.77,0.68,161,3
0.73,0.6,0.61,0.74,0.64,159,3
0.68,0.57,0.61,0.67,0.54,-125,1
0.72,0.61,0.62,0.71,0.6,24,3
0.79,0.65,0.64,0.79,0.71,154,3
0.78,0.65,0.65,0.78,0.71,440,3
0.7,0.57,0.6,0.71,0.58,44,3
0.7,0.58,0.6,0.67,0.55,33,3
0.69,0.57,0.6,0.67,0.58,-2,1
0.7,0.59,0.6,0.7,0.61,300,3
0.72,0.62,0.63,0.74,0.61,446,3
0.76,0.65,0.68,0.77,0.65,317,3
0.8,0.66,0.7,0.76,0.68,79,3
0.74,0.6,0.64,0.71,0.65,-65,1
0.7,0.57,0.59,0.65,0.61,-74,1
0.71,0.58,0.6,0.71,0.62,130,3
0.76,0.65,0.67,0.76,0.65,131,3
0.8,0.67,0.71,0.77,0.69,147,3
0.75,0.62,0.65,0.72,0.64,-92,1
0.69,0.55,0.57,0.63,0.61,-16,1
0.69,0.56,0.58,0.65,0.59,-53,1
0.68,0.55,0.58,0.67,0.57,103,3
0.72,0.57,0.61,0.69,0.58,52,3
0.71,0.56,0.6,0.69,0.57,52,3
0.7,0.57,0.61,0.69,0.58,53,3
0.7,0.57,0.61,0.7,0.58,47,3
0.71,0.58,0.61,0.69,0.59,48,3
0.7,0.57,0.62,0.71,0.59,37,3
0.7,0.59,0.61,0.72,0.58,44,3
0.7,0.58,0.61,0.7,0.57,254,3
0.7,0.57,0.61,0.72,0.62,-189,1
0.78,0.67,0.65,0.83,0.65,250,3
0.83,0.71,0.77,0.94,0.8,402,3
0.77,0.63,0.65,0.78,0.65,8,3
0.71,0.56,0.58,0.66,0.57,-179,1
0.68,0.56,0.59,0.67,0.58,44,3
0.69,0.56,0.61,0.73,0.61,284,3
0.78,0.67,0.7,0.95,0.82,166,3
0.89,0.71,0.84,0.97,0.88,62,3
0.8,0.64,0.7,0.77,0.65,-187,1
0.76,0.63,0.65,0.74,0.64,-26,1
0.76,0.63,0.66,0.75,0.65,-63,1
0.77,0.64,0.68,0.82,0.68,209,3
0.81,0.68,0.75,0.94,0.8,200,3
0.81,0.67,0.86,0.94,0.84,27,3
0.77,0.63,0.69,0.83,0.72,-36,1
0.74,0.61,0.64,0.74,0.61,-77,1
0.72,0.59,0.65,0.73,0.6,70,3
0.73,0.6,0.64,0.74,0.6,27,3
0.73,0.6,0.65,0.75,0.61,73,3
0.73,0.59,0.64,0.74,0.61,148,3
0.73,0.61,0.65,0.73,0.62,255,3
0.74,0.6,0.65,0.73,0.62,424,3
0.73,0.61,0.68,0.78,0.65,-93,1
0.88,0.66,0.85,0.98,0.78,86,3
0.86,0.65,0.8,0.91,0.76,91,3
0.73,0.61,0.68,0.76,0.65,-212,1
0.72,0.6,0.65,0.74,0.61,187,3
0.75,0.62,0.65,0.75,0.63,830,3
0.81,0.64,0.78,0.89,0.72,240,3
0.87,0.65,0.81,0.92,0.76,-222,1
0.79,0.61,0.67,0.76,0.67,-439,1
0.71,0.61,0.63,0.73,0.6,84,3
0.7,0.6,0.64,0.72,0.6,232,3
0.71,0.6,0.65,0.73,0.6,373,3
0.73,0.59,0.65,0.74,0.62,262,3
0.75,0.59,0.65,0.73,0.62,20,3
0.72,0.59,0.67,0.72,0.63,104,3
0.72,0.59,0.68,0.72,0.62,-81,1
0.72,0.6,0.66,0.72,0.62,-276,1
0.72,0.6,0.65,0.72,0.61,-139,1
0.71,0.6,0.65,0.72,0.62,29,3
0.71,0.59,0.63,0.73,0.63,76,3
0.72,0.59,0.64,0.72,0.62,41,3
0.71,0.59,0.63,0.72,0.62,-74,1
0.7,0.58,0.65,0.73,0.63,-25,1
0.76,0.64,0.73,0.86,0.7,202,3
0.83,0.71,0.91,0.97,0.89,296,3
0.78,0.65,0.75,0.82,0.75,40,3
0.72,0.58,0.6,0.74,0.61,-212,1
0.7,0.6,0.62,0.73,0.6,27,3
0.72,0.6,0.62,0.73,0.59,53,3
0.7,0.59,0.61,0.72,0.61,-22,1
0.7,0.6,0.62,0.74,0.63,-135,1
0.79,0.64,0.67,0.8,0.67,135,3
0.88,0.71,0.76,0.87,0.79,346,3
0.82,0.65,0.69,0.8,0.69,294,3
0.72,0.59,0.6,0.69,0.55,-12,1
0.7,0.59,0.61,0.7,0.58,9,3
0.72,0.59,0.61,0.72,0.6,-94,1
0.68,0.6,0.63,0.74,0.59,-161,1
0.72,0.62,0.61,0.81,0.65,11,3
0.79,0.67,0.7,0.92,0.78,182,3
0.84,0.69,0.77,0.98,0.86,152,3
0.84,0.67,0.79,0.96,0.86,166,3
0.77,0.64,0.71,0.82,0.72,-6,1
0.72,0.58,0.62,0.73,0.6,-111,1
0.7,0.58,0.62,0.72,0.56,90,3
0.7,0.58,0.62,0.72,0.58,27,3
0.72,0.58,0.61,0.72,0.59,71,3
0.7,0.59,0.61,0.71,0.59,35,3
0.69,0.58,0.63,0.72,0.59,56,3
0.7,0.59,0.65,0.73,0.6,77,3
0.74,0.6,0.65,0.73,0.62,45,3
0.71,0.6,0.64,0.72,0.59,59,3
0.7,0.6,0.63,0.73,0.58,18,3
0.69,0.59,0.63,0.69,0.59,55,3
0.71,0.55,0.67,0.71,0.6,-24,1
0.7,0.59,0.62,0.71,0.59,52,3
0.7,0.59,0.62,0.72,0.58,47,3
0.7,0.59,0.67,0.71,0.58,71,3
0.69,0.59,0.65,0.72,0.61,59,3
0.7,0.6,0.65,0.72,0.6,-93,1
0.71,0.58,0.66,0.74,0.6,54,3
0.71,0.58,0.65,0.76,0.62,112,3
0.7,0.59,0.59,0.73,0.61,43,3
0.7,0.59,0.63,0.72,0.6,-117,1
0.71,0.59,0.68,0.72,0.61,77,3
0.72,0.6,0.66,0.79,0.66,86,3
0.75,0.62,0.68,0.83,0.71,105,3
0.7,0.6,0.58,0.75,0.62,-27,1
0.71,0.58,0.62,0.7,0.58,76,3
0.7,0.58,0.64,0.71,0.6,-28,1
0.71,0.6,0.66,0.74,0.63,-2,1
0.74,0.62,0.67,0.79,0.69,-35,1
0.74,0.65,0.77,0.85,0.73,285,3
0.7,0.57,0.54,0.77,0.63,6,3
0.66,0.56,0.54,0.67,0.56,68,2
0.66,0.55,0.56,0.68,0.53,46,2
0.67,0.53,0.58,0.65,0.55,31,2
0.65,0.55,0.57,0.66,0.55,86,2
0.66,0.55,0.58,0.68,0.54,-169,0
0.66,0.56,0.59,0.69,0.56,84,3
0.66,0.57,0.59,0.71,0.55,70,3
0.67,0.54,0.58,0.68,0.56,-48,0
0.65,0.54,0.58,0.7,0.55,-328,0
0.69,0.63,0.65,0.77,0.58,-106,1
0.71,0.66,0.7,0.78,0.6,66,3
0.7,0.66,0.69,0.77,0.58,4,3
0.7,0.63,0.67,0.72,0.57,446,3
0.65,0.52,0.54,0.63,0.53,140,2
0.65,0.51,0.52,0.61,0.52,-29,0
0.64,0.52,0.55,0.65,0.51,92,2
0.65,0.52,0.54,0.64,0.51,84,2
0.64,0.52,0.55,0.65,0.51,13,2
0.64,0.5,0.54,0.64,0.51,52,2
0.65,0.51,0.56,0.63,0.52,84,2
0.63,0.52,0.54,0.65,0.52,68,2
0.64,0.51,0.54,0.65,0.51,162,2
0.66,0.53,0.54,0.66,0.52,91,2
0.71,0.53,0.55,0.67,0.58,125,2
0.74,0.56,0.55,0.68,0.66,191,3
0.75,0.56,0.57,0.7,0.67,33,3
0.68,0.53,0.55,0.65,0.55,-220,0
0.64,0.51,0.53,0.64,0.46,-45,0
0.64,0.51,0.54,0.63,0.49,25,2
0.64,0.5,0.54,0.65,0.49,73,2
0.63,0.5,0.54,0.65,0.53,118,2
0.69,0.54,0.57,0.68,0.61,5,3
0.76,0.56,0.62,0.7,0.66,129,3
0.8,0.58,0.65,0.72,0.73,249,3
0.73,0.54,0.6,0.68,0.63,-297,1
0.65,0.51,0.53,0.65,0.46,21,2
0.64,0.51,0.54,0.65,0.5,79,2
0.63,0.51,0.51,0.65,0.52,12,2
0.62,0.51,0.54,0.65,0.52,115,2
0.64,0.5,0.53,0.65,0.53,60,2
0.63,0.5,0.53,0.65,0.53,84,2
0.64,0.51,0.54,0.63,0.54,-393,0
0.64,0.51,0.55,0.65,0.57,121,2
0.65,0.52,0.58,0.67,0.6,5,2
0.71,0.57,0.65,0.72,0.75,-46,1
0.76,0.6,0.67,0.76,0.84,197,3
0.75,0.59,0.66,0.75,0.76,532,3
0.68,0.53,0.57,0.66,0.57,443,2
0.66,0.52,0.53,0.63,0.51,126,2
0.66,0.52,0.54,0.63,0.53,-233,0
0.65,0.53,0.53,0.65,0.53,-166,0
0.65,0.52,0.55,0.65,0.54,-136,0
0.66,0.53,0.56,0.65,0.52,26,2
0.65,0.52,0.54,0.65,0.52,53,2
0.65,0.51,0.53,0.66,0.53,22,2
0.67,0.52,0.55,0.68,0.55,158,2
0.68,0.55,0.56,0.71,0.59,105,3
0.73,0.59,0.59,0.74,0.65,-17,1
0.77,0.63,0.65,0.79,0.67,-3,1
0.82,0.65,0.67,0.78,0.72,97,3
0.83,0.66,0.68,0.78,0.71,242,3
0.72,0.57,0.6,0.71,0.59,72,3
0.66,0.5,0.52,0.63,0.5,48,2
0.65,0.5,0.53,0.62,0.52,118,2
0.65,0.5,0.53,0.63,0.52,27,2
0.64,0.49,0.54,0.63,0.51,-149,0
0.64,0.5,0.53,0.64,0.52,86,2
0.66,0.53,0.55,0.66,0.54,115,2
0.73,0.58,0.55,0.7,0.6,245,3
0.77,0.6,0.57,0.74,0.65,234,3
0.79,0.61,0.6,0.72,0.66,148,3
0.71,0.55,0.55,0.68,0.56,23,3
0.65,0.49,0.54,0.61,0.5,-104,0
0.65,0.51,0.52,0.63,0.56,-49,0
0.69,0.56,0.59,0.69,0.6,105,3
0.76,0.6,0.63,0.72,0.65,165,3
0.78,0.6,0.63,0.7,0.65,114,3
0.69,0.54,0.57,0.65,0.57,-30,0
0.65,0.5,0.53,0.61,0.52,-268,0
0.64,0.49,0.54,0.63,0.53,-287,0
0.64,0.5,0.55,0.64,0.51,-6,0
0.65,0.5,0.55,0.65,0.54,85,2
0.65,0.49,0.55,0.64,0.51,12,2
0.64,0.5,0.55,0.66,0.54,162,2
0.66,0.54,0.58,0.73,0.57,169,3
0.74,0.63,0.65,0.84,0.7,226,3
0.78,0.64,0.73,0.89,0.8,90,3
0.77,0.62,0.71,0.81,0.7,-20,1
0.68,0.54,0.59,0.65,0.53,-249,0
0.65,0.52,0.55,0.65,0.51,70,2
0.65,0.51,0.57,0.65,0.53,-9,0
0.65,0.51,0.56,0.65,0.53,-15,0
0.65,0.51,0.55,0.66,0.54,67,2
0.65,0.52,0.56,0.65,0.54,61,2
0.66,0.52,0.56,0.65,0.53,48,2
0.66,0.57,0.58,0.67,0.56,91,2
0.65,0.56,0.61,0.67,0.55,203,2
0.68,0.58,0.66,0.67,0.55,45,3
0.66,0.58,0.63,0.67,0.56,-108,1
0.66,0.55,0.61,0.68,0.56,51,3
0.66,0.55,0.6,0.67,0.56,101,2
0.65,0.57,0.63,0.67,0.55,323,3
0.68,0.62,0.76,0.68,0.56,253,3
0.67,0.58,0.71,0.67,0.57,-230,1
0.65,0.55,0.6,0.65,0.56,20,2
0.65,0.54,0.57,0.67,0.56,204,2
0.67,0.56,0.63,0.67,0.56,426,3
0.7,0.64,0.81,0.7,0.57,162,3
0.69,0.57,0.68,0.68,0.56,-127,1
0.65,0.53,0.57,0.67,0.56,-317,0
0.65,0.54,0.59,0.66,0.55,-186,0
0.65,0.55,0.61,0.68,0.56,308,3
0.69,0.6,0.68,0.69,0.56,496,3
0.77,0.63,0.68,0.69,0.58,-88,1
0.69,0.57,0.63,0.67,0.57,-127,1
0.64,0.54,0.57,0.67,0.56,72,2
0.65,0.53,0.57,0.67,0.56,49,2
0.65,0.54,0.58,0.67,0.55,-56,0
0.66,0.55,0.58,0.67,0.55,161,2
0.74,0.56,0.65,0.71,0.54,429,3
0.9,0.6,0.78,0.73,0.6,170,3
0.89,0.6,0.7,0.72,0.6,-45,1
0.74,0.55,0.59,0.66,0.57,-380,1
0.65,0.54,0.56,0.66,0.55,-120,0
0.67,0.55,0.59,0.68,0.56,50,3
0.66,0.55,0.6,0.67,0.55,25,2
0.65,0.54,0.6,0.67,0.55,79,2
0.65,0.55,0.58,0.67,0.56,30,2
0.65,0.55,0.58,0.67,0.57,77,2
0.65,0.55,0.6,0.67,0.56,49,2
0.66,0.55,0.58,0.67,0.55,54,2
0.65,0.55,0.58,0.67,0.55,59,2
0.65,0.56,0.58,0.67,0.56,54,2
0.65,0.56,0.58,0.68,0.56,54,2
0.65,0.55,0.57,0.68,0.55,55,2
0.81,0.59,0.76,0.72,0.63,-169,1
0.67,0.54,0.59,0.68,0.56,-145,0
0.65,0.55,0.58,0.67,0.56,27,2
0.66,0.55,0.6,0.67,0.53,280,2
0.72,0.58,0.7,0.66,0.59,366,3
0.74,0.55,0.75,0.7,0.61,-223,1
0.66,0.53,0.58,0.67,0.54,-302,0
0.65,0.54,0.57,0.67,0.55,172,2
0.68,0.57,0.63,0.67,0.55,504,3
0.71,0.61,0.77,0.68,0.62,-25,1
0.67,0.57,0.65,0.68,0.56,-227,1
0.63,0.54,0.56,0.66,0.53,-115,0
0.65,0.56,0.56,0.68,0.54,336,2
0.68,0.55,0.61,0.69,0.52,271,3
0.82,0.61,0.71,0.72,0.63,229,3
0.78,0.59,0.63,0.7,0.63,72,3
0.67,0.56,0.56,0.67,0.56,-378,0
0.65,0.55,0.59,0.66,0.54,100,2
0.68,0.56,0.58,0.67,0.54,-44,0
0.72,0.55,0.62,0.67,0.57,69,3
0.76,0.59,0.65,0.79,0.67,581,3
0.73,0.55,0.59,0.69,0.6,-164,1
0.66,0.56,0.59,0.63,0.54,-343,0
0.65,0.56,0.58,0.67,0.54,-64,0
0.65,0.54,0.59,0.67,0.55,79,2
0.65,0.55,0.58,0.67,0.56,40,2
0.65,0.55,0.58,0.68,0.52,46,2
0.66,0.54,0.6,0.67,0.54,58,2
0.65,0.55,0.58,0.66,0.54,46,2
0.65,0.55,0.58,0.66,0.54,64,2
0.65,0.55,0.58,0.67,0.55,51,2
0.66,0.56,0.58,0.67,0.54,51,2
0.65,0.56,0.58,0.67,0.54,54,2
0.65,0.55,0.58,0.67,0.54,55,2
0.65,0.55,0.57,0.66,0.54,54,2
0.65,0.56,0.6,0.67,0.54,56,2
0.65,0.55,0.59,0.67,0.56,55,2
0.65,0.56,0.57,0.67,0.53,50,2
0.65,0.56,0.59,0.68,0.54,54,2
0.65,0.55,0.57,0.67,0.55,54,2
0.66,0.55,0.59,0.68,0.56,54,2
0.65,0.56,0.59,0.68,0.55,56,2
0.65,0.57,0.58,0.67,0.55,53,2
0.65,0.56,0.58,0.66,0.54,54,2
0.65,0.57,0.58,0.67,0.51,57,2
0.65,0.58,0.54,0.67,0.53,56,2
0.65,0.57,0.58,0.67,0.54,55,2
0.65,0.56,0.58,0.67,0.54,53,2
0.65,0.56,0.59,0.67,0.54,57,2
0.65,0.55,0.58,0.66,0.55,51,2
0.65,0.55,0.58,0.67,0.55,55,2
0.66,0.56,0.59,0.66,0.54,56,2
0.65,0.55,0.58,0.67,0.54,53,2
0.65,0.56,0.58,0.67,0.55,51,2
0.65,0.56,0.58,0.67,0.54,56,2
0.65,0.56,0.59,0.67,0.54,73,2
0.66,0.56,0.61,0.67,0.55,337,3
0.67,0.55,0.62,0.67,0.55,-22,1
0.77,0.61,0.8,0.72,0.62,101,3
0.77,0.6,0.73,0.73,0.65,126,3
0.65,0.56,0.57,0.67,0.54,-119,0
0.64,0.54,0.56,0.65,0.53,-253,0
0.65,0.54,0.57,0.66,0.55,9,2
0.65,0.55,0.58,0.67,0.54,402,2
0.66,0.59,0.64,0.68,0.54,186,3
0.69,0.63,0.69,0.69,0.64,-64,1
0.65,0.59,0.62,0.69,0.6,123,3
0.65,0.56,0.57,0.67,0.55,-45,0
0.64,0.55,0.57,0.67,0.55,525,2
0.73,0.6,0.65,0.69,0.66,92,3
0.8,0.63,0.74,0.72,0.76,-200,1
0.7,0.6,0.62,0.7,0.63,-203,1
0.66,0.55,0.57,0.67,0.5,-224,0
0.68,0.55,0.58,0.68,0.51,250,2
0.68,0.54,0.58,0.67,0.54,7,2
0.69,0.55,0.61,0.66,0.55,-256,1
0.76,0.58,0.65,0.71,0.62,-29,1
0.91,0.63,0.71,0.84,0.71,206,3
0.94,0.64,0.75,0.9,0.75,317,3
0.78,0.58,0.66,0.77,0.65,-13,1
0.65,0.56,0.57,0.67,0.54,54,2
0.67,0.56,0.57,0.67,0.54,53,2
0.65,0.55,0.57,0.67,0.55,55,2
0.65,0.56,0.57,0.66,0.55,54,2
0.65,0.55,0.57,0.67,0.55,56,2
0.65,0.53,0.57,0.67,0.55,55,2
0.65,0.55,0.58,0.67,0.54,54,2
0.65,0.56,0.56,0.67,0.55,57,2
0.65,0.55,0.58,0.67,0.54,55,2
0.65,0.56,0.58,0.68,0.54,53,2
0.66,0.56,0.56,0.67,0.54,58,2
0.65,0.56,0.58,0.68,0.54,56,2
0.65,0.56,0.58,0.67,0.55,56,2
0.65,0.55,0.57,0.67,0.55,57,2
0.67,0.55,0.61,0.65,0.54,297,2
0.69,0.54,0.59,0.66,0.54,246,2
0.76,0.59,0.69,0.69,0.57,197,3
0.91,0.64,0.88,0.72,0.64,66,3
0.86,0.6,0.75,0.69,0.58,-192,1
0.71,0.54,0.59,0.66,0.55,-160,1
0.65,0.55,0.57,0.68,0.54,22,2
0.65,0.55,0.57,0.67,0.54,65,2
0.66,0.55,0.57,0.67,0.54,116,2
0.68,0.56,0.57,0.66,0.53,-767,0
0.72,0.58,0.61,0.84,0.58,143,3
0.84,0.62,0.64,0.98,0.7,277,3
0.84,0.62,0.63,0.98,0.7,679,3
0.74,0.56,0.57,0.79,0.59,2,3
0.66,0.55,0.57,0.65,0.55,-276,0
0.65,0.54,0.58,0.66,0.55,-21,0
0.63,0.55,0.62,0.66,0.55,68,2
0.65,0.55,0.58,0.68,0.54,129,2
0.65,0.56,0.57,0.66,0.54,278,2
0.65,0.57,0.59,0.67,0.55,460,2
0.66,0.63,0.64,0.69,0.6,123,3
0.66,0.64,0.65,0.7,0.64,-33,1
0.65,0.66,0.65,0.69,0.65,6,3
0.65,0.66,0.64,0.7,0.65,-98,1
0.65,0.59,0.59,0.69,0.59,-329,1
0.65,0.51,0.55,0.7,0.53,-3,0
0.66,0.56,0.59,0.7,0.54,56,3
0.65,0.55,0.57,0.68,0.54,54,2
0.66,0.56,0.58,0.69,0.54,55,2
0.65,0.55,0.58,0.68,0.54,59,2
0.66,0.55,0.57,0.66,0.56,54,2
0.66,0.55,0.57,0.69,0.54,53,2
0.66,0.56,0.57,0.69,0.54,57,2
0.66,0.56,0.57,0.68,0.53,54,2
0.65,0.56,0.57,0.68,0.54,54,2
0.66,0.56,0.57,0.69,0.55,53,2
0.66,0.55,0.57,0.69,0.55,331,2
0.69,0.54,0.6,0.68,0.54,147,3
0.69,0.58,0.66,0.69,0.55,120,3
0.84,0.63,0.84,0.72,0.63,73,3
0.75,0.59,0.7,0.69,0.59,-109,1
0.65,0.54,0.55,0.67,0.54,-133,0
0.63,0.55,0.55,0.67,0.54,261,2
0.79,0.63,0.73,0.73,0.59,236,3
0.89,0.62,0.83,0.74,0.63,190,3
0.72,0.56,0.58,0.67,0.55,-218,1
0.65,0.54,0.55,0.66,0.54,-316,0
0.65,0.54,0.57,0.68,0.54,66,2
0.65,0.55,0.58,0.69,0.54,155,2
0.66,0.56,0.58,0.68,0.55,-461,0
0.71,0.59,0.59,0.81,0.61,15,3
0.78,0.63,0.63,1.0,0.76,106,3
0.85,0.66,0.64,1.1,0.83,80,3
0.86,0.65,0.65,1.09,0.82,600,3
0.79,0.59,0.6,0.92,0.73,324,3
0.7,0.54,0.56,0.7,0.6,-233,1
0.65,0.53,0.58,0.67,0.54,-148,0
0.66,0.54,0.58,0.67,0.54,33,2
0.67,0.54,0.58,0.67,0.54,78,2
0.65,0.54,0.59,0.67,0.54,53,2
0.65,0.54,0.57,0.67,0.55,44,2
0.66,0.54,0.58,0.68,0.55,54,2
0.66,0.55,0.59,0.68,0.54,19,2
0.65,0.55,0.59,0.68,0.54,62,2
0.66,0.54,0.6,0.67,0.54,61,2
0.65,0.55,0.6,0.68,0.55,45,2
0.67,0.57,0.58,0.68,0.56,56,3
0.66,0.55,0.57,0.68,0.56,52,2
0.68,0.55,0.58,0.69,0.55,50,3
0.65,0.55,0.57,0.67,0.55,55,2
0.66,0.55,0.56,0.67,0.55,55,2
0.66,0.54,0.56,0.67,0.55,52,2
